Row, County ,Year,REGION,Age,Vaccine,Percent
"1,141",Jefferson,2019,Southern,19–26 years old,HPV Complete,36.5%
"1,142",Jefferson,2019,Southern,19–49 years old,HepA Complete,10.3%
"1,143",Jefferson,2019,Southern,50 years and older,Zoster (Shingles) Complete,6.9%
"1,144",Jefferson,2020,Southern,19–26 years old,HPV Complete,38.7%
"1,145",Jefferson,2020,Southern,19–49 years old,HepA Complete,11.6%
"1,146",Jefferson,2020,Southern,50 years and older,Zoster (Shingles) Complete,13.4%
"1,147",Jefferson,2021,Southern,19–26 years old,HPV Complete,41.9%
"1,148",Jefferson,2021,Southern,19–49 years old,HepA Complete,13.2%
"1,149",Jefferson,2021,Southern,50 years and older,Zoster (Shingles) Complete,19.1%
"1,150",Jefferson,2022,Southern,19–26 years old,HPV Complete,44.2%
"1,151",Jefferson,2022,Southern,19–49 years old,HepA Complete,13.5%
"1,152",Jefferson,2022,Southern,19–59 years old,HepB (1),47.2%
"1,153",Jefferson,2022,Southern,19–59 years old,HepB Complete,39.8%
"1,154",Jefferson,2022,Southern,50 years and older,Zoster (Shingles) Complete,24.6%
"1,155",Jefferson,2023,Southern,19–26 years old,HPV Complete,51.2%
"1,156",Jefferson,2023,Southern,19–49 years old,HepA Complete,17.7%
"1,157",Jefferson,2023,Southern,19–59 years old,HepB (1),51.0%
"1,158",Jefferson,2023,Southern,19–59 years old,HepB Complete,43.7%
"1,159",Jefferson,2023,Southern,19–64 years old,Td or Tdap,63.3%
"1,160",Jefferson,2023,Southern,19–64 years old,Tdap,54.9%
"1,161",Jefferson,2023,Southern,50 years and older,Zoster (Shingles) Complete,31.4%
"1,162",Jefferson,2024,Southern,19–26 years old,HPV Complete,53.3%
"1,163",Jefferson,2024,Southern,19–49 years old,HepA Complete,20.1%
"1,164",Jefferson,2024,Southern,19–59 years old,HepB (1),53.3%
"1,165",Jefferson,2024,Southern,19–59 years old,HepB Complete,46.2%
"1,166",Jefferson,2024,Southern,19–64 years old,Td or Tdap,63.4%
"1,167",Jefferson,2024,Southern,19–64 years old,Tdap,54.6%
"1,168",Jefferson,2024,Southern,50 years and older,Zoster (Shingles) Complete,34.7%
"1,169",Jefferson,2025,Southern,19–26 years old,HPV Complete,55.8%
"1,170",Jefferson,2025,Southern,19–49 years old,HepA Complete,22.7%
"1,171",Jefferson,2025,Southern,19–59 years old,HepB (1),55.6%
"1,172",Jefferson,2025,Southern,19–59 years old,HepB Complete,48.4%
"1,173",Jefferson,2025,Southern,19–64 years old,Td or Tdap,63.1%
"1,174",Jefferson,2025,Southern,19–64 years old,Tdap,54.3%
"1,175",Jefferson,2025,Southern,50 years and older,Pneumo Complete,44.1%
"1,176",Jefferson,2025,Southern,50 years and older,Zoster (Shingles) Complete,37.5%
"1,177",Juneau,2014,Southern,19–26 years old,HPV Complete,17.2%
"1,178",Juneau,2015,Southern,19–26 years old,HPV Complete,19.3%
"1,179",Juneau,2016,Southern,19–26 years old,HPV Complete,21.8%
"1,180",Juneau,2017,Southern,19–26 years old,HPV Complete,24.5%
"1,181",Juneau,2018,Southern,19–26 years old,HPV Complete,28.4%
"1,182",Juneau,2018,Southern,50 years and older,Zoster (Shingles) Complete,1.3%
"1,183",Juneau,2019,Southern,19–26 years old,HPV Complete,32.6%
"1,184",Juneau,2019,Southern,19–49 years old,HepA Complete,6.6%
"1,185",Juneau,2019,Southern,50 years and older,Zoster (Shingles) Complete,5.7%
"1,186",Juneau,2020,Southern,19–26 years old,HPV Complete,35.8%
"1,187",Juneau,2020,Southern,19–49 years old,HepA Complete,7.7%
"1,188",Juneau,2020,Southern,50 years and older,Zoster (Shingles) Complete,10.6%
"1,189",Juneau,2021,Southern,19–26 years old,HPV Complete,39.1%
"1,190",Juneau,2021,Southern,19–49 years old,HepA Complete,9.0%
"1,191",Juneau,2021,Southern,50 years and older,Zoster (Shingles) Complete,15.5%
"1,192",Juneau,2022,Southern,19–26 years old,HPV Complete,42.2%
"1,193",Juneau,2022,Southern,19–49 years old,HepA Complete,9.3%
"1,194",Juneau,2022,Southern,19–59 years old,HepB (1),48.6%
"1,195",Juneau,2022,Southern,19–59 years old,HepB Complete,42.1%
"1,196",Juneau,2022,Southern,50 years and older,Zoster (Shingles) Complete,19.2%
"1,197",Juneau,2023,Southern,19–26 years old,HPV Complete,49.5%
"1,198",Juneau,2023,Southern,19–49 years old,HepA Complete,12.9%
"1,199",Juneau,2023,Southern,19–59 years old,HepB (1),53.6%
"1,200",Juneau,2023,Southern,19–59 years old,HepB Complete,47.3%
"1,201",Juneau,2023,Southern,19–64 years old,Td or Tdap,63.2%
"1,202",Juneau,2023,Southern,19–64 years old,Tdap,52.7%
"1,203",Juneau,2023,Southern,50 years and older,Zoster (Shingles) Complete,24.1%
"1,204",Juneau,2024,Southern,19–26 years old,HPV Complete,52.3%
"1,205",Juneau,2024,Southern,19–49 years old,HepA Complete,15.2%
"1,206",Juneau,2024,Southern,19–59 years old,HepB (1),55.8%
"1,207",Juneau,2024,Southern,19–59 years old,HepB Complete,49.4%
"1,208",Juneau,2024,Southern,19–64 years old,Td or Tdap,63.3%
"1,209",Juneau,2024,Southern,19–64 years old,Tdap,53.2%
"1,210",Juneau,2024,Southern,50 years and older,Zoster (Shingles) Complete,29.3%
"1,211",Juneau,2025,Southern,19–26 years old,HPV Complete,54.5%
"1,212",Juneau,2025,Southern,19–49 years old,HepA Complete,17.7%
"1,213",Juneau,2025,Southern,19–59 years old,HepB (1),58.1%
"1,214",Juneau,2025,Southern,19–59 years old,HepB Complete,51.8%
"1,215",Juneau,2025,Southern,19–64 years old,Td or Tdap,62.7%
"1,216",Juneau,2025,Southern,19–64 years old,Tdap,52.4%
"1,217",Juneau,2025,Southern,50 years and older,Pneumo Complete,43.5%
"1,218",Juneau,2025,Southern,50 years and older,Zoster (Shingles) Complete,31.5%
"1,219",Kenosha,2014,Southeastern,19–26 years old,HPV Complete,12.6%
"1,220",Kenosha,2015,Southeastern,19–26 years old,HPV Complete,14.1%
"1,221",Kenosha,2016,Southeastern,19–26 years old,HPV Complete,16.8%
"1,222",Kenosha,2017,Southeastern,19–26 years old,HPV Complete,20.7%
"1,223",Kenosha,2018,Southeastern,19–26 years old,HPV Complete,24.1%
"1,224",Kenosha,2018,Southeastern,50 years and older,Zoster (Shingles) Complete,1.2%
"1,225",Kenosha,2019,Southeastern,19–26 years old,HPV Complete,27.7%
"1,226",Kenosha,2019,Southeastern,19–49 years old,HepA Complete,11.7%
"1,227",Kenosha,2019,Southeastern,50 years and older,Zoster (Shingles) Complete,5.0%
"1,228",Kenosha,2020,Southeastern,19–26 years old,HPV Complete,29.5%
"1,229",Kenosha,2020,Southeastern,19–49 years old,HepA Complete,12.6%
"1,230",Kenosha,2020,Southeastern,50 years and older,Zoster (Shingles) Complete,8.3%
"1,231",Kenosha,2021,Southeastern,19–26 years old,HPV Complete,31.6%
"1,232",Kenosha,2021,Southeastern,19–49 years old,HepA Complete,14.0%
"1,233",Kenosha,2021,Southeastern,50 years and older,Zoster (Shingles) Complete,12.1%
"1,234",Kenosha,2022,Southeastern,19–26 years old,HPV Complete,33.8%
"1,235",Kenosha,2022,Southeastern,19–49 years old,HepA Complete,14.2%
"1,236",Kenosha,2022,Southeastern,19–59 years old,HepB (1),39.5%
"1,237",Kenosha,2022,Southeastern,19–59 years old,HepB Complete,32.9%
"1,238",Kenosha,2022,Southeastern,50 years and older,Zoster (Shingles) Complete,15.5%
"1,239",Kenosha,2023,Southeastern,19–26 years old,HPV Complete,39.9%
"1,240",Kenosha,2023,Southeastern,19–49 years old,HepA Complete,17.2%
"1,241",Kenosha,2023,Southeastern,19–59 years old,HepB (1),43.2%
"1,242",Kenosha,2023,Southeastern,19–59 years old,HepB Complete,36.6%
"1,243",Kenosha,2023,Southeastern,19–64 years old,Td or Tdap,37.7%
"1,244",Kenosha,2023,Southeastern,19–64 years old,Tdap,35.2%
"1,245",Kenosha,2023,Southeastern,50 years and older,Zoster (Shingles) Complete,20.2%
"1,246",Kenosha,2024,Southeastern,19–26 years old,HPV Complete,42.3%
"1,247",Kenosha,2024,Southeastern,19–49 years old,HepA Complete,19.1%
"1,248",Kenosha,2024,Southeastern,19–59 years old,HepB (1),45.1%
"1,249",Kenosha,2024,Southeastern,19–59 years old,HepB Complete,38.3%
"1,250",Kenosha,2024,Southeastern,19–64 years old,Td or Tdap,38.7%
"1,251",Kenosha,2024,Southeastern,19–64 years old,Tdap,36.1%
"1,252",Kenosha,2024,Southeastern,50 years and older,Zoster (Shingles) Complete,22.7%
"1,253",Kenosha,2025,Southeastern,19–26 years old,HPV Complete,44.5%
"1,254",Kenosha,2025,Southeastern,19–49 years old,HepA Complete,21.0%
"1,255",Kenosha,2025,Southeastern,19–59 years old,HepB (1),47.0%
"1,256",Kenosha,2025,Southeastern,19–59 years old,HepB Complete,40.1%
"1,257",Kenosha,2025,Southeastern,19–64 years old,Td or Tdap,39.6%
"1,258",Kenosha,2025,Southeastern,19–64 years old,Tdap,36.9%
"1,259",Kenosha,2025,Southeastern,50 years and older,Pneumo Complete,32.0%
"1,260",Kenosha,2025,Southeastern,50 years and older,Zoster (Shingles) Complete,24.8%
"1,261",Kewaunee,2014,Northeastern,19–26 years old,HPV Complete,12.2%
"1,262",Kewaunee,2015,Northeastern,19–26 years old,HPV Complete,14.6%
"1,263",Kewaunee,2016,Northeastern,19–26 years old,HPV Complete,16.0%
"1,264",Kewaunee,2017,Northeastern,19–26 years old,HPV Complete,19.1%
"1,265",Kewaunee,2018,Northeastern,19–26 years old,HPV Complete,22.7%
"1,266",Kewaunee,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,1.5%
"1,267",Kewaunee,2019,Northeastern,19–26 years old,HPV Complete,26.7%
"1,268",Kewaunee,2019,Northeastern,19–49 years old,HepA Complete,8.0%
"1,269",Kewaunee,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,6.3%
"1,270",Kewaunee,2020,Northeastern,19–26 years old,HPV Complete,30.0%
"1,271",Kewaunee,2020,Northeastern,19–49 years old,HepA Complete,9.9%
"1,272",Kewaunee,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,15.5%
"1,273",Kewaunee,2021,Northeastern,19–26 years old,HPV Complete,34.8%
"1,274",Kewaunee,2021,Northeastern,19–49 years old,HepA Complete,12.1%
"1,275",Kewaunee,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,24.0%
"1,276",Kewaunee,2022,Northeastern,19–26 years old,HPV Complete,39.2%
"1,277",Kewaunee,2022,Northeastern,19–49 years old,HepA Complete,12.6%
"1,278",Kewaunee,2022,Northeastern,19–59 years old,HepB (1),51.0%
"1,279",Kewaunee,2022,Northeastern,19–59 years old,HepB Complete,47.2%
"1,280",Kewaunee,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,28.3%
"1,281",Kewaunee,2023,Northeastern,19–26 years old,HPV Complete,44.8%
"1,282",Kewaunee,2023,Northeastern,19–49 years old,HepA Complete,15.9%
"1,283",Kewaunee,2023,Northeastern,19–59 years old,HepB (1),53.9%
"1,284",Kewaunee,2023,Northeastern,19–59 years old,HepB Complete,50.2%
"1,285",Kewaunee,2023,Northeastern,19–64 years old,Td or Tdap,68.5%
"1,286",Kewaunee,2023,Northeastern,19–64 years old,Tdap,60.7%
"1,287",Kewaunee,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,34.8%
"1,288",Kewaunee,2024,Northeastern,19–26 years old,HPV Complete,49.1%
"1,289",Kewaunee,2024,Northeastern,19–49 years old,HepA Complete,18.0%
"1,290",Kewaunee,2024,Northeastern,19–59 years old,HepB (1),56.4%
"1,291",Kewaunee,2024,Northeastern,19–59 years old,HepB Complete,52.4%
"1,292",Kewaunee,2024,Northeastern,19–64 years old,Td or Tdap,69.0%
"1,293",Kewaunee,2024,Northeastern,19–64 years old,Tdap,60.4%
"1,294",Kewaunee,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,37.5%
"1,295",Kewaunee,2025,Northeastern,19–26 years old,HPV Complete,53.5%
"1,296",Kewaunee,2025,Northeastern,19–49 years old,HepA Complete,21.1%
"1,297",Kewaunee,2025,Northeastern,19–59 years old,HepB (1),59.0%
"1,298",Kewaunee,2025,Northeastern,19–59 years old,HepB Complete,55.1%
"1,299",Kewaunee,2025,Northeastern,19–64 years old,Td or Tdap,68.7%
"1,300",Kewaunee,2025,Northeastern,19–64 years old,Tdap,60.1%
"1,301",Kewaunee,2025,Northeastern,50 years and older,Pneumo Complete,46.8%
"1,302",Kewaunee,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,39.8%
"1,303",La Crosse,2014,Western,19–26 years old,HPV Complete,25.9%
"1,304",La Crosse,2015,Western,19–26 years old,HPV Complete,28.7%
"1,305",La Crosse,2016,Western,19–26 years old,HPV Complete,32.8%
"1,306",La Crosse,2017,Western,19–26 years old,HPV Complete,36.9%
"1,307",La Crosse,2018,Western,19–26 years old,HPV Complete,40.7%
"1,308",La Crosse,2018,Western,50 years and older,Zoster (Shingles) Complete,5.6%
"1,309",La Crosse,2019,Western,19–26 years old,HPV Complete,44.6%
"1,310",La Crosse,2019,Western,19–49 years old,HepA Complete,12.5%
"1,311",La Crosse,2019,Western,50 years and older,Zoster (Shingles) Complete,15.5%
"1,312",La Crosse,2020,Western,19–26 years old,HPV Complete,47.6%
"1,313",La Crosse,2020,Western,19–49 years old,HepA Complete,14.7%
"1,314",La Crosse,2020,Western,50 years and older,Zoster (Shingles) Complete,26.9%
"1,315",La Crosse,2021,Western,19–26 years old,HPV Complete,49.5%
"1,316",La Crosse,2021,Western,19–49 years old,HepA Complete,15.7%
"1,317",La Crosse,2021,Western,50 years and older,Zoster (Shingles) Complete,34.1%
"1,318",La Crosse,2022,Western,19–26 years old,HPV Complete,51.9%
"1,319",La Crosse,2022,Western,19–49 years old,HepA Complete,16.0%
"1,320",La Crosse,2022,Western,19–59 years old,HepB (1),55.4%
"1,321",La Crosse,2022,Western,19–59 years old,HepB Complete,45.8%
"1,322",La Crosse,2022,Western,50 years and older,Zoster (Shingles) Complete,38.9%
"1,323",La Crosse,2023,Western,19–26 years old,HPV Complete,58.4%
"1,324",La Crosse,2023,Western,19–49 years old,HepA Complete,19.9%
"1,325",La Crosse,2023,Western,19–59 years old,HepB (1),59.6%
"1,326",La Crosse,2023,Western,19–59 years old,HepB Complete,51.0%
"1,327",La Crosse,2023,Western,19–64 years old,Td or Tdap,67.5%
"1,328",La Crosse,2023,Western,19–64 years old,Tdap,58.0%
"1,329",La Crosse,2023,Western,50 years and older,Zoster (Shingles) Complete,46.8%
"1,330",La Crosse,2024,Western,19–26 years old,HPV Complete,60.1%
"1,331",La Crosse,2024,Western,19–49 years old,HepA Complete,22.0%
"1,332",La Crosse,2024,Western,19–59 years old,HepB (1),63.1%
"1,333",La Crosse,2024,Western,19–59 years old,HepB Complete,53.8%
"1,334",La Crosse,2024,Western,19–64 years old,Td or Tdap,67.9%
"1,335",La Crosse,2024,Western,19–64 years old,Tdap,58.4%
"1,336",La Crosse,2024,Western,50 years and older,Zoster (Shingles) Complete,51.0%
"1,337",La Crosse,2025,Western,19–26 years old,HPV Complete,62.4%
"1,338",La Crosse,2025,Western,19–49 years old,HepA Complete,24.6%
"1,339",La Crosse,2025,Western,19–59 years old,HepB (1),65.6%
"1,340",La Crosse,2025,Western,19–59 years old,HepB Complete,56.6%
"1,341",La Crosse,2025,Western,19–64 years old,Td or Tdap,67.7%
"1,342",La Crosse,2025,Western,19–64 years old,Tdap,58.7%
"1,343",La Crosse,2025,Western,50 years and older,Pneumo Complete,57.4%
"1,344",La Crosse,2025,Western,50 years and older,Zoster (Shingles) Complete,52.4%
"1,345",Lafayette,2014,Southern,19–26 years old,HPV Complete,15.4%
"1,346",Lafayette,2015,Southern,19–26 years old,HPV Complete,15.2%
"1,347",Lafayette,2016,Southern,19–26 years old,HPV Complete,16.9%
"1,348",Lafayette,2017,Southern,19–26 years old,HPV Complete,20.1%
"1,349",Lafayette,2018,Southern,19–26 years old,HPV Complete,22.9%
"1,350",Lafayette,2018,Southern,50 years and older,Zoster (Shingles) Complete,2.1%
"1,351",Lafayette,2019,Southern,19–26 years old,HPV Complete,26.6%
"1,352",Lafayette,2019,Southern,19–49 years old,HepA Complete,5.6%
"1,353",Lafayette,2019,Southern,50 years and older,Zoster (Shingles) Complete,7.4%
"1,354",Lafayette,2020,Southern,19–26 years old,HPV Complete,28.3%
"1,355",Lafayette,2020,Southern,19–49 years old,HepA Complete,6.2%
"1,356",Lafayette,2020,Southern,50 years and older,Zoster (Shingles) Complete,14.3%
"1,357",Lafayette,2021,Southern,19–26 years old,HPV Complete,29.7%
"1,358",Lafayette,2021,Southern,19–49 years old,HepA Complete,7.3%
"1,359",Lafayette,2021,Southern,50 years and older,Zoster (Shingles) Complete,20.1%
"1,360",Lafayette,2022,Southern,19–26 years old,HPV Complete,32.8%
"1,361",Lafayette,2022,Southern,19–49 years old,HepA Complete,7.6%
"1,362",Lafayette,2022,Southern,19–59 years old,HepB (1),48.8%
"1,363",Lafayette,2022,Southern,19–59 years old,HepB Complete,43.2%
"1,364",Lafayette,2022,Southern,50 years and older,Zoster (Shingles) Complete,24.1%
"1,365",Lafayette,2023,Southern,19–26 years old,HPV Complete,39.1%
"1,366",Lafayette,2023,Southern,19–49 years old,HepA Complete,10.2%
"1,367",Lafayette,2023,Southern,19–59 years old,HepB (1),52.9%
"1,368",Lafayette,2023,Southern,19–59 years old,HepB Complete,46.9%
"1,369",Lafayette,2023,Southern,19–64 years old,Td or Tdap,60.4%
"1,370",Lafayette,2023,Southern,19–64 years old,Tdap,50.3%
"1,371",Lafayette,2023,Southern,50 years and older,Zoster (Shingles) Complete,29.2%
"1,372",Lafayette,2024,Southern,19–26 years old,HPV Complete,40.9%
"1,373",Lafayette,2024,Southern,19–49 years old,HepA Complete,12.0%
"1,374",Lafayette,2024,Southern,19–59 years old,HepB (1),55.3%
"1,375",Lafayette,2024,Southern,19–59 years old,HepB Complete,49.2%
"1,376",Lafayette,2024,Southern,19–64 years old,Td or Tdap,60.9%
"1,377",Lafayette,2024,Southern,19–64 years old,Tdap,51.0%
"1,378",Lafayette,2024,Southern,50 years and older,Zoster (Shingles) Complete,32.6%
"1,379",Lafayette,2025,Southern,19–26 years old,HPV Complete,42.8%
"1,380",Lafayette,2025,Southern,19–49 years old,HepA Complete,14.0%
"1,381",Lafayette,2025,Southern,19–59 years old,HepB (1),58.4%
"1,382",Lafayette,2025,Southern,19–59 years old,HepB Complete,52.1%
"1,383",Lafayette,2025,Southern,19–64 years old,Td or Tdap,61.8%
"1,384",Lafayette,2025,Southern,19–64 years old,Tdap,51.8%
"1,385",Lafayette,2025,Southern,50 years and older,Pneumo Complete,42.2%
"1,386",Lafayette,2025,Southern,50 years and older,Zoster (Shingles) Complete,35.4%
"1,387",Langlade,2014,Northern,19–26 years old,HPV Complete,17.2%
"1,388",Langlade,2015,Northern,19–26 years old,HPV Complete,19.4%
"1,389",Langlade,2016,Northern,19–26 years old,HPV Complete,22.2%
"1,390",Langlade,2017,Northern,19–26 years old,HPV Complete,26.4%
"1,391",Langlade,2018,Northern,19–26 years old,HPV Complete,30.5%
"1,392",Langlade,2018,Northern,50 years and older,Zoster (Shingles) Complete,1.8%
"1,393",Langlade,2019,Northern,19–26 years old,HPV Complete,33.8%
"1,394",Langlade,2019,Northern,19–49 years old,HepA Complete,8.7%
"1,395",Langlade,2019,Northern,50 years and older,Zoster (Shingles) Complete,7.9%
"1,396",Langlade,2020,Northern,19–26 years old,HPV Complete,37.5%
"1,397",Langlade,2020,Northern,19–49 years old,HepA Complete,10.1%
"1,398",Langlade,2020,Northern,50 years and older,Zoster (Shingles) Complete,18.3%
"1,399",Langlade,2021,Northern,19–26 years old,HPV Complete,41.1%
"1,400",Langlade,2021,Northern,19–49 years old,HepA Complete,11.7%
