Row, County ,Year,REGION,Age,Vaccine,Percent
"1,503",Manitowoc,2024,Northeastern,19–64 years old,Tdap,50.1%
"1,504",Manitowoc,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,35.5%
"1,505",Manitowoc,2025,Northeastern,19–26 years old,HPV Complete,59.0%
"1,506",Manitowoc,2025,Northeastern,19–49 years old,HepA Complete,26.3%
"1,507",Manitowoc,2025,Northeastern,19–59 years old,HepB (1),60.4%
"1,508",Manitowoc,2025,Northeastern,19–59 years old,HepB Complete,55.8%
"1,509",Manitowoc,2025,Northeastern,19–64 years old,Td or Tdap,63.0%
"1,510",Manitowoc,2025,Northeastern,19–64 years old,Tdap,49.0%
"1,511",Manitowoc,2025,Northeastern,50 years and older,Pneumo Complete,49.1%
"1,512",Manitowoc,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,37.8%
"1,513",Marathon,2014,Northern,19–26 years old,HPV Complete,21.2%
"1,514",Marathon,2015,Northern,19–26 years old,HPV Complete,23.4%
"1,515",Marathon,2016,Northern,19–26 years old,HPV Complete,26.5%
"1,516",Marathon,2017,Northern,19–26 years old,HPV Complete,30.9%
"1,517",Marathon,2018,Northern,19–26 years old,HPV Complete,34.3%
"1,518",Marathon,2018,Northern,50 years and older,Zoster (Shingles) Complete,1.9%
"1,519",Marathon,2019,Northern,19–26 years old,HPV Complete,38.0%
"1,520",Marathon,2019,Northern,19–49 years old,HepA Complete,10.4%
"1,521",Marathon,2019,Northern,50 years and older,Zoster (Shingles) Complete,7.3%
"1,522",Marathon,2020,Northern,19–26 years old,HPV Complete,40.6%
"1,523",Marathon,2020,Northern,19–49 years old,HepA Complete,11.5%
"1,524",Marathon,2020,Northern,50 years and older,Zoster (Shingles) Complete,14.9%
"1,525",Marathon,2021,Northern,19–26 years old,HPV Complete,44.0%
"1,526",Marathon,2021,Northern,19–49 years old,HepA Complete,12.7%
"1,527",Marathon,2021,Northern,50 years and older,Zoster (Shingles) Complete,22.1%
"1,528",Marathon,2022,Northern,19–26 years old,HPV Complete,47.6%
"1,529",Marathon,2022,Northern,19–49 years old,HepA Complete,13.1%
"1,530",Marathon,2022,Northern,19–59 years old,HepB (1),53.1%
"1,531",Marathon,2022,Northern,19–59 years old,HepB Complete,48.4%
"1,532",Marathon,2022,Northern,50 years and older,Zoster (Shingles) Complete,27.4%
"1,533",Marathon,2023,Northern,19–26 years old,HPV Complete,54.1%
"1,534",Marathon,2023,Northern,19–49 years old,HepA Complete,16.9%
"1,535",Marathon,2023,Northern,19–59 years old,HepB (1),56.5%
"1,536",Marathon,2023,Northern,19–59 years old,HepB Complete,51.7%
"1,537",Marathon,2023,Northern,19–64 years old,Td or Tdap,67.1%
"1,538",Marathon,2023,Northern,19–64 years old,Tdap,57.3%
"1,539",Marathon,2023,Northern,50 years and older,Zoster (Shingles) Complete,33.0%
"1,540",Marathon,2024,Northern,19–26 years old,HPV Complete,56.6%
"1,541",Marathon,2024,Northern,19–49 years old,HepA Complete,19.4%
"1,542",Marathon,2024,Northern,19–59 years old,HepB (1),58.7%
"1,543",Marathon,2024,Northern,19–59 years old,HepB Complete,53.9%
"1,544",Marathon,2024,Northern,19–64 years old,Td or Tdap,67.2%
"1,545",Marathon,2024,Northern,19–64 years old,Tdap,57.6%
"1,546",Marathon,2024,Northern,50 years and older,Zoster (Shingles) Complete,37.4%
"1,547",Marathon,2025,Northern,19–26 years old,HPV Complete,59.0%
"1,548",Marathon,2025,Northern,19–49 years old,HepA Complete,22.0%
"1,549",Marathon,2025,Northern,19–59 years old,HepB (1),60.8%
"1,550",Marathon,2025,Northern,19–59 years old,HepB Complete,55.9%
"1,551",Marathon,2025,Northern,19–64 years old,Td or Tdap,66.7%
"1,552",Marathon,2025,Northern,19–64 years old,Tdap,57.5%
"1,553",Marathon,2025,Northern,50 years and older,Pneumo Complete,48.0%
"1,554",Marathon,2025,Northern,50 years and older,Zoster (Shingles) Complete,39.7%
"1,555",Marinette,2014,Northeastern,19–26 years old,HPV Complete,15.0%
"1,556",Marinette,2015,Northeastern,19–26 years old,HPV Complete,16.0%
"1,557",Marinette,2016,Northeastern,19–26 years old,HPV Complete,18.5%
"1,558",Marinette,2017,Northeastern,19–26 years old,HPV Complete,22.3%
"1,559",Marinette,2018,Northeastern,19–26 years old,HPV Complete,26.4%
"1,560",Marinette,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,1.4%
"1,561",Marinette,2019,Northeastern,19–26 years old,HPV Complete,29.8%
"1,562",Marinette,2019,Northeastern,19–49 years old,HepA Complete,10.9%
"1,563",Marinette,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,6.2%
"1,564",Marinette,2020,Northeastern,19–26 years old,HPV Complete,32.2%
"1,565",Marinette,2020,Northeastern,19–49 years old,HepA Complete,12.4%
"1,566",Marinette,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,11.7%
"1,567",Marinette,2021,Northeastern,19–26 years old,HPV Complete,33.8%
"1,568",Marinette,2021,Northeastern,19–49 years old,HepA Complete,14.1%
"1,569",Marinette,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,16.3%
"1,570",Marinette,2022,Northeastern,19–26 years old,HPV Complete,37.0%
"1,571",Marinette,2022,Northeastern,19–49 years old,HepA Complete,14.5%
"1,572",Marinette,2022,Northeastern,19–59 years old,HepB (1),48.5%
"1,573",Marinette,2022,Northeastern,19–59 years old,HepB Complete,43.5%
"1,574",Marinette,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,20.0%
"1,575",Marinette,2023,Northeastern,19–26 years old,HPV Complete,42.2%
"1,576",Marinette,2023,Northeastern,19–49 years old,HepA Complete,18.1%
"1,577",Marinette,2023,Northeastern,19–59 years old,HepB (1),51.6%
"1,578",Marinette,2023,Northeastern,19–59 years old,HepB Complete,46.7%
"1,579",Marinette,2023,Northeastern,19–64 years old,Td or Tdap,61.2%
"1,580",Marinette,2023,Northeastern,19–64 years old,Tdap,54.6%
"1,581",Marinette,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,25.0%
"1,582",Marinette,2024,Northeastern,19–26 years old,HPV Complete,44.5%
"1,583",Marinette,2024,Northeastern,19–49 years old,HepA Complete,20.8%
"1,584",Marinette,2024,Northeastern,19–59 years old,HepB (1),54.2%
"1,585",Marinette,2024,Northeastern,19–59 years old,HepB Complete,49.2%
"1,586",Marinette,2024,Northeastern,19–64 years old,Td or Tdap,62.1%
"1,587",Marinette,2024,Northeastern,19–64 years old,Tdap,55.3%
"1,588",Marinette,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,29.9%
"1,589",Marinette,2025,Northeastern,19–26 years old,HPV Complete,47.5%
"1,590",Marinette,2025,Northeastern,19–49 years old,HepA Complete,23.5%
"1,591",Marinette,2025,Northeastern,19–59 years old,HepB (1),56.8%
"1,592",Marinette,2025,Northeastern,19–59 years old,HepB Complete,51.9%
"1,593",Marinette,2025,Northeastern,19–64 years old,Td or Tdap,61.3%
"1,594",Marinette,2025,Northeastern,19–64 years old,Tdap,54.2%
"1,595",Marinette,2025,Northeastern,50 years and older,Pneumo Complete,48.4%
"1,596",Marinette,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,32.1%
"1,597",Marquette,2014,Northeastern,19–26 years old,HPV Complete,19.1%
"1,598",Marquette,2015,Northeastern,19–26 years old,HPV Complete,20.3%
"1,599",Marquette,2016,Northeastern,19–26 years old,HPV Complete,23.0%
"1,600",Marquette,2017,Northeastern,19–26 years old,HPV Complete,25.4%
"1,601",Marquette,2018,Northeastern,19–26 years old,HPV Complete,26.8%
"1,602",Marquette,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,1.2%
"1,603",Marquette,2019,Northeastern,19–26 years old,HPV Complete,30.1%
"1,604",Marquette,2019,Northeastern,19–49 years old,HepA Complete,8.1%
"1,605",Marquette,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,6.2%
"1,606",Marquette,2020,Northeastern,19–26 years old,HPV Complete,32.7%
"1,607",Marquette,2020,Northeastern,19–49 years old,HepA Complete,9.3%
"1,608",Marquette,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,11.6%
"1,609",Marquette,2021,Northeastern,19–26 years old,HPV Complete,35.2%
"1,610",Marquette,2021,Northeastern,19–49 years old,HepA Complete,10.6%
"1,611",Marquette,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,16.5%
"1,612",Marquette,2022,Northeastern,19–26 years old,HPV Complete,38.1%
"1,613",Marquette,2022,Northeastern,19–49 years old,HepA Complete,11.0%
"1,614",Marquette,2022,Northeastern,19–59 years old,HepB (1),50.4%
"1,615",Marquette,2022,Northeastern,19–59 years old,HepB Complete,43.5%
"1,616",Marquette,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,22.0%
"1,617",Marquette,2023,Northeastern,19–26 years old,HPV Complete,46.5%
"1,618",Marquette,2023,Northeastern,19–49 years old,HepA Complete,14.7%
"1,619",Marquette,2023,Northeastern,19–59 years old,HepB (1),53.7%
"1,620",Marquette,2023,Northeastern,19–59 years old,HepB Complete,47.1%
"1,621",Marquette,2023,Northeastern,19–64 years old,Td or Tdap,63.8%
"1,622",Marquette,2023,Northeastern,19–64 years old,Tdap,54.4%
"1,623",Marquette,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,28.1%
"1,624",Marquette,2024,Northeastern,19–26 years old,HPV Complete,51.9%
"1,625",Marquette,2024,Northeastern,19–49 years old,HepA Complete,17.2%
"1,626",Marquette,2024,Northeastern,19–59 years old,HepB (1),56.4%
"1,627",Marquette,2024,Northeastern,19–59 years old,HepB Complete,49.8%
"1,628",Marquette,2024,Northeastern,19–64 years old,Td or Tdap,64.2%
"1,629",Marquette,2024,Northeastern,19–64 years old,Tdap,54.2%
"1,630",Marquette,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,32.1%
"1,631",Marquette,2025,Northeastern,19–26 years old,HPV Complete,53.0%
"1,632",Marquette,2025,Northeastern,19–49 years old,HepA Complete,19.8%
"1,633",Marquette,2025,Northeastern,19–59 years old,HepB (1),59.2%
"1,634",Marquette,2025,Northeastern,19–59 years old,HepB Complete,52.6%
"1,635",Marquette,2025,Northeastern,19–64 years old,Td or Tdap,65.2%
"1,636",Marquette,2025,Northeastern,19–64 years old,Tdap,55.2%
"1,637",Marquette,2025,Northeastern,50 years and older,Pneumo Complete,51.2%
"1,638",Marquette,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,35.8%
"1,639",Menominee,2014,Northeastern,19–26 years old,HPV Complete,17.6%
"1,640",Menominee,2015,Northeastern,19–26 years old,HPV Complete,20.7%
"1,641",Menominee,2016,Northeastern,19–26 years old,HPV Complete,27.5%
"1,642",Menominee,2017,Northeastern,19–26 years old,HPV Complete,36.6%
"1,643",Menominee,2018,Northeastern,19–26 years old,HPV Complete,43.8%
"1,644",Menominee,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,2.8%
"1,645",Menominee,2019,Northeastern,19–26 years old,HPV Complete,50.8%
"1,646",Menominee,2019,Northeastern,19–49 years old,HepA Complete,32.8%
"1,647",Menominee,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,15.9%
"1,648",Menominee,2020,Northeastern,19–26 years old,HPV Complete,55.6%
"1,649",Menominee,2020,Northeastern,19–49 years old,HepA Complete,35.6%
"1,650",Menominee,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,23.1%
"1,651",Menominee,2021,Northeastern,19–26 years old,HPV Complete,56.2%
"1,652",Menominee,2021,Northeastern,19–49 years old,HepA Complete,36.9%
"1,653",Menominee,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,28.6%
"1,654",Menominee,2022,Northeastern,19–26 years old,HPV Complete,59.9%
"1,655",Menominee,2022,Northeastern,19–49 years old,HepA Complete,37.7%
"1,656",Menominee,2022,Northeastern,19–59 years old,HepB (1),53.3%
"1,657",Menominee,2022,Northeastern,19–59 years old,HepB Complete,47.4%
"1,658",Menominee,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,34.2%
"1,659",Menominee,2023,Northeastern,19–26 years old,HPV Complete,66.4%
"1,660",Menominee,2023,Northeastern,19–49 years old,HepA Complete,43.4%
"1,661",Menominee,2023,Northeastern,19–59 years old,HepB (1),57.9%
"1,662",Menominee,2023,Northeastern,19–59 years old,HepB Complete,51.7%
"1,663",Menominee,2023,Northeastern,19–64 years old,Td or Tdap,72.6%
"1,664",Menominee,2023,Northeastern,19–64 years old,Tdap,57.5%
"1,665",Menominee,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,41.1%
"1,666",Menominee,2024,Northeastern,19–26 years old,HPV Complete,67.8%
"1,667",Menominee,2024,Northeastern,19–49 years old,HepA Complete,46.6%
"1,668",Menominee,2024,Northeastern,19–59 years old,HepB (1),61.2%
"1,669",Menominee,2024,Northeastern,19–59 years old,HepB Complete,55.2%
"1,670",Menominee,2024,Northeastern,19–64 years old,Td or Tdap,74.2%
"1,671",Menominee,2024,Northeastern,19–64 years old,Tdap,57.7%
"1,672",Menominee,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,45.1%
"1,673",Menominee,2025,Northeastern,19–26 years old,HPV Complete,71.1%
"1,674",Menominee,2025,Northeastern,19–49 years old,HepA Complete,50.2%
"1,675",Menominee,2025,Northeastern,19–59 years old,HepB (1),64.2%
"1,676",Menominee,2025,Northeastern,19–59 years old,HepB Complete,57.7%
"1,677",Menominee,2025,Northeastern,19–64 years old,Td or Tdap,72.9%
"1,678",Menominee,2025,Northeastern,19–64 years old,Tdap,55.7%
"1,679",Menominee,2025,Northeastern,50 years and older,Pneumo Complete,54.5%
"1,680",Menominee,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,47.3%
"1,681",Milwaukee,2014,Southeastern,19–26 years old,HPV Complete,17.2%
"1,682",Milwaukee,2015,Southeastern,19–26 years old,HPV Complete,18.6%
"1,683",Milwaukee,2016,Southeastern,19–26 years old,HPV Complete,21.9%
"1,684",Milwaukee,2017,Southeastern,19–26 years old,HPV Complete,27.0%
"1,685",Milwaukee,2018,Southeastern,19–26 years old,HPV Complete,31.1%
"1,686",Milwaukee,2018,Southeastern,50 years and older,Zoster (Shingles) Complete,1.7%
"1,687",Milwaukee,2019,Southeastern,19–26 years old,HPV Complete,34.8%
"1,688",Milwaukee,2019,Southeastern,19–49 years old,HepA Complete,20.4%
"1,689",Milwaukee,2019,Southeastern,50 years and older,Zoster (Shingles) Complete,5.8%
"1,690",Milwaukee,2020,Southeastern,19–26 years old,HPV Complete,37.0%
"1,691",Milwaukee,2020,Southeastern,19–49 years old,HepA Complete,21.8%
"1,692",Milwaukee,2020,Southeastern,50 years and older,Zoster (Shingles) Complete,10.3%
"1,693",Milwaukee,2021,Southeastern,19–26 years old,HPV Complete,40.1%
"1,694",Milwaukee,2021,Southeastern,19–49 years old,HepA Complete,23.2%
"1,695",Milwaukee,2021,Southeastern,50 years and older,Zoster (Shingles) Complete,15.3%
"1,696",Milwaukee,2022,Southeastern,19–26 years old,HPV Complete,43.1%
"1,697",Milwaukee,2022,Southeastern,19–49 years old,HepA Complete,23.6%
"1,698",Milwaukee,2022,Southeastern,19–59 years old,HepB (1),45.7%
"1,699",Milwaukee,2022,Southeastern,19–59 years old,HepB Complete,36.5%
"1,700",Milwaukee,2022,Southeastern,50 years and older,Zoster (Shingles) Complete,19.7%
"1,701",Milwaukee,2023,Southeastern,19–26 years old,HPV Complete,52.6%
"1,702",Milwaukee,2023,Southeastern,19–49 years old,HepA Complete,29.0%
"1,703",Milwaukee,2023,Southeastern,19–59 years old,HepB (1),50.7%
"1,704",Milwaukee,2023,Southeastern,19–59 years old,HepB Complete,41.9%
"1,705",Milwaukee,2023,Southeastern,19–64 years old,Td or Tdap,56.4%
"1,706",Milwaukee,2023,Southeastern,19–64 years old,Tdap,53.1%
"1,707",Milwaukee,2023,Southeastern,50 years and older,Zoster (Shingles) Complete,26.6%
"1,708",Milwaukee,2024,Southeastern,19–26 years old,HPV Complete,55.2%
"1,709",Milwaukee,2024,Southeastern,19–49 years old,HepA Complete,31.0%
"1,710",Milwaukee,2024,Southeastern,19–59 years old,HepB (1),53.4%
"1,711",Milwaukee,2024,Southeastern,19–59 years old,HepB Complete,44.4%
"1,712",Milwaukee,2024,Southeastern,19–64 years old,Td or Tdap,56.8%
"1,713",Milwaukee,2024,Southeastern,19–64 years old,Tdap,53.0%
"1,714",Milwaukee,2024,Southeastern,50 years and older,Zoster (Shingles) Complete,30.4%
"1,715",Milwaukee,2025,Southeastern,19–26 years old,HPV Complete,57.6%
"1,716",Milwaukee,2025,Southeastern,19–49 years old,HepA Complete,33.4%
"1,717",Milwaukee,2025,Southeastern,19–59 years old,HepB (1),55.9%
"1,718",Milwaukee,2025,Southeastern,19–59 years old,HepB Complete,46.7%
"1,719",Milwaukee,2025,Southeastern,19–64 years old,Td or Tdap,57.0%
"1,720",Milwaukee,2025,Southeastern,19–64 years old,Tdap,53.2%
"1,721",Milwaukee,2025,Southeastern,50 years and older,Pneumo Complete,45.0%
"1,722",Milwaukee,2025,Southeastern,50 years and older,Zoster (Shingles) Complete,33.5%
"1,723",Monroe,2014,Western,19–26 years old,HPV Complete,18.0%
"1,724",Monroe,2015,Western,19–26 years old,HPV Complete,19.5%
"1,725",Monroe,2016,Western,19–26 years old,HPV Complete,22.1%
"1,726",Monroe,2017,Western,19–26 years old,HPV Complete,24.8%
"1,727",Monroe,2018,Western,19–26 years old,HPV Complete,27.1%
"1,728",Monroe,2018,Western,50 years and older,Zoster (Shingles) Complete,3.7%
"1,729",Monroe,2019,Western,19–26 years old,HPV Complete,30.8%
"1,730",Monroe,2019,Western,19–49 years old,HepA Complete,8.7%
"1,731",Monroe,2019,Western,50 years and older,Zoster (Shingles) Complete,9.9%
"1,732",Monroe,2020,Western,19–26 years old,HPV Complete,32.8%
"1,733",Monroe,2020,Western,19–49 years old,HepA Complete,9.7%
"1,734",Monroe,2020,Western,50 years and older,Zoster (Shingles) Complete,15.6%
"1,735",Monroe,2021,Western,19–26 years old,HPV Complete,34.6%
"1,736",Monroe,2021,Western,19–49 years old,HepA Complete,10.9%
"1,737",Monroe,2021,Western,50 years and older,Zoster (Shingles) Complete,20.3%
"1,738",Monroe,2022,Western,19–26 years old,HPV Complete,37.7%
"1,739",Monroe,2022,Western,19–49 years old,HepA Complete,11.1%
"1,740",Monroe,2022,Western,19–59 years old,HepB (1),47.2%
"1,741",Monroe,2022,Western,19–59 years old,HepB Complete,40.2%
"1,742",Monroe,2022,Western,50 years and older,Zoster (Shingles) Complete,23.9%
"1,743",Monroe,2023,Western,19–26 years old,HPV Complete,49.4%
"1,744",Monroe,2023,Western,19–49 years old,HepA Complete,14.9%
"1,745",Monroe,2023,Western,19–59 years old,HepB (1),51.4%
"1,746",Monroe,2023,Western,19–59 years old,HepB Complete,44.7%
"1,747",Monroe,2023,Western,19–64 years old,Td or Tdap,64.9%
"1,748",Monroe,2023,Western,19–64 years old,Tdap,55.5%
"1,749",Monroe,2023,Western,50 years and older,Zoster (Shingles) Complete,29.7%
"1,750",Monroe,2024,Western,19–26 years old,HPV Complete,50.9%
"1,751",Monroe,2024,Western,19–49 years old,HepA Complete,16.8%
"1,752",Monroe,2024,Western,19–59 years old,HepB (1),54.1%
"1,753",Monroe,2024,Western,19–59 years old,HepB Complete,46.9%
"1,754",Monroe,2024,Western,19–64 years old,Td or Tdap,64.4%
"1,755",Monroe,2024,Western,19–64 years old,Tdap,55.3%
"1,756",Monroe,2024,Western,50 years and older,Zoster (Shingles) Complete,35.2%
"1,757",Monroe,2025,Western,19–26 years old,HPV Complete,52.5%
"1,758",Monroe,2025,Western,19–49 years old,HepA Complete,18.9%
"1,759",Monroe,2025,Western,19–59 years old,HepB (1),56.2%
"1,760",Monroe,2025,Western,19–59 years old,HepB Complete,49.0%
"1,761",Monroe,2025,Western,19–64 years old,Td or Tdap,63.3%
"1,762",Monroe,2025,Western,19–64 years old,Tdap,54.4%
"1,763",Monroe,2025,Western,50 years and older,Pneumo Complete,50.1%
"1,764",Monroe,2025,Western,50 years and older,Zoster (Shingles) Complete,37.2%
"1,765",Oconto,2014,Northeastern,19–26 years old,HPV Complete,17.9%
"1,766",Oconto,2015,Northeastern,19–26 years old,HPV Complete,20.3%
"1,767",Oconto,2016,Northeastern,19–26 years old,HPV Complete,23.8%
"1,768",Oconto,2017,Northeastern,19–26 years old,HPV Complete,29.4%
"1,769",Oconto,2018,Northeastern,19–26 years old,HPV Complete,33.7%
"1,770",Oconto,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,1.4%
"1,771",Oconto,2019,Northeastern,19–26 years old,HPV Complete,38.1%
"1,772",Oconto,2019,Northeastern,19–49 years old,HepA Complete,11.4%
"1,773",Oconto,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,8.0%
"1,774",Oconto,2020,Northeastern,19–26 years old,HPV Complete,41.4%
"1,775",Oconto,2020,Northeastern,19–49 years old,HepA Complete,13.0%
"1,776",Oconto,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,14.8%
"1,777",Oconto,2021,Northeastern,19–26 years old,HPV Complete,45.1%
"1,778",Oconto,2021,Northeastern,19–49 years old,HepA Complete,14.7%
"1,779",Oconto,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,21.1%
"1,780",Oconto,2022,Northeastern,19–26 years old,HPV Complete,48.3%
"1,781",Oconto,2022,Northeastern,19–49 years old,HepA Complete,15.1%
"1,782",Oconto,2022,Northeastern,19–59 years old,HepB (1),49.6%
"1,783",Oconto,2022,Northeastern,19–59 years old,HepB Complete,44.3%
"1,784",Oconto,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,25.9%
"1,785",Oconto,2023,Northeastern,19–26 years old,HPV Complete,53.4%
"1,786",Oconto,2023,Northeastern,19–49 years old,HepA Complete,18.7%
"1,787",Oconto,2023,Northeastern,19–59 years old,HepB (1),52.7%
"1,788",Oconto,2023,Northeastern,19–59 years old,HepB Complete,47.5%
"1,789",Oconto,2023,Northeastern,19–64 years old,Td or Tdap,67.9%
"1,790",Oconto,2023,Northeastern,19–64 years old,Tdap,58.4%
"1,791",Oconto,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,30.7%
"1,792",Oconto,2024,Northeastern,19–26 years old,HPV Complete,56.0%
"1,793",Oconto,2024,Northeastern,19–49 years old,HepA Complete,21.3%
"1,794",Oconto,2024,Northeastern,19–59 years old,HepB (1),55.8%
"1,795",Oconto,2024,Northeastern,19–59 years old,HepB Complete,50.4%
"1,796",Oconto,2024,Northeastern,19–64 years old,Td or Tdap,67.9%
"1,797",Oconto,2024,Northeastern,19–64 years old,Tdap,57.9%
"1,798",Oconto,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,34.4%
"1,799",Oconto,2025,Northeastern,19–26 years old,HPV Complete,58.9%
"1,800",Oconto,2025,Northeastern,19–49 years old,HepA Complete,23.9%
"1,801",Oconto,2025,Northeastern,19–59 years old,HepB (1),58.8%
"1,802",Oconto,2025,Northeastern,19–59 years old,HepB Complete,53.5%
"1,803",Oconto,2025,Northeastern,19–64 years old,Td or Tdap,68.4%
"1,804",Oconto,2025,Northeastern,19–64 years old,Tdap,58.2%
"1,805",Oconto,2025,Northeastern,50 years and older,Pneumo Complete,47.3%
"1,806",Oconto,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,36.9%
"1,807",Oneida,2014,Northern,19–26 years old,HPV Complete,19.9%
"1,808",Oneida,2015,Northern,19–26 years old,HPV Complete,22.3%
"1,809",Oneida,2016,Northern,19–26 years old,HPV Complete,25.9%
"1,810",Oneida,2017,Northern,19–26 years old,HPV Complete,30.0%
"1,811",Oneida,2018,Northern,19–26 years old,HPV Complete,32.7%
"1,812",Oneida,2018,Northern,50 years and older,Zoster (Shingles) Complete,1.2%
"1,813",Oneida,2019,Northern,19–26 years old,HPV Complete,36.9%
"1,814",Oneida,2019,Northern,19–49 years old,HepA Complete,7.1%
"1,815",Oneida,2019,Northern,50 years and older,Zoster (Shingles) Complete,4.8%
"1,816",Oneida,2020,Northern,19–26 years old,HPV Complete,37.6%
"1,817",Oneida,2020,Northern,19–49 years old,HepA Complete,7.8%
"1,818",Oneida,2020,Northern,50 years and older,Zoster (Shingles) Complete,9.9%
"1,819",Oneida,2021,Northern,19–26 years old,HPV Complete,41.1%
"1,820",Oneida,2021,Northern,19–49 years old,HepA Complete,9.1%
"1,821",Oneida,2021,Northern,50 years and older,Zoster (Shingles) Complete,14.4%
"1,822",Oneida,2022,Northern,19–26 years old,HPV Complete,44.5%
"1,823",Oneida,2022,Northern,19–49 years old,HepA Complete,9.3%
"1,824",Oneida,2022,Northern,19–59 years old,HepB (1),43.3%
"1,825",Oneida,2022,Northern,19–59 years old,HepB Complete,38.4%
"1,826",Oneida,2022,Northern,50 years and older,Zoster (Shingles) Complete,18.2%
"1,827",Oneida,2023,Northern,19–26 years old,HPV Complete,50.7%
"1,828",Oneida,2023,Northern,19–49 years old,HepA Complete,12.9%
"1,829",Oneida,2023,Northern,19–59 years old,HepB (1),49.4%
"1,830",Oneida,2023,Northern,19–59 years old,HepB Complete,44.5%
"1,831",Oneida,2023,Northern,19–64 years old,Td or Tdap,54.0%
"1,832",Oneida,2023,Northern,19–64 years old,Tdap,47.1%
"1,833",Oneida,2023,Northern,50 years and older,Zoster (Shingles) Complete,25.0%
"1,834",Oneida,2024,Northern,19–26 years old,HPV Complete,52.7%
"1,835",Oneida,2024,Northern,19–49 years old,HepA Complete,15.4%
"1,836",Oneida,2024,Northern,19–59 years old,HepB (1),51.6%
"1,837",Oneida,2024,Northern,19–59 years old,HepB Complete,46.7%
"1,838",Oneida,2024,Northern,19–64 years old,Td or Tdap,55.4%
"1,839",Oneida,2024,Northern,19–64 years old,Tdap,48.2%
"1,840",Oneida,2024,Northern,50 years and older,Zoster (Shingles) Complete,29.8%
"1,841",Oneida,2025,Northern,19–26 years old,HPV Complete,54.3%
"1,842",Oneida,2025,Northern,19–49 years old,HepA Complete,17.6%
"1,843",Oneida,2025,Northern,19–59 years old,HepB (1),53.9%
"1,844",Oneida,2025,Northern,19–59 years old,HepB Complete,48.9%
"1,845",Oneida,2025,Northern,19–64 years old,Td or Tdap,56.2%
"1,846",Oneida,2025,Northern,19–64 years old,Tdap,48.9%
"1,847",Oneida,2025,Northern,50 years and older,Pneumo Complete,43.9%
"1,848",Oneida,2025,Northern,50 years and older,Zoster (Shingles) Complete,33.0%
"1,849",Outagamie,2014,Northeastern,19–26 years old,HPV Complete,20.5%
"1,850",Outagamie,2015,Northeastern,19–26 years old,HPV Complete,23.3%
"1,851",Outagamie,2016,Northeastern,19–26 years old,HPV Complete,27.2%
"1,852",Outagamie,2017,Northeastern,19–26 years old,HPV Complete,31.6%
"1,853",Outagamie,2018,Northeastern,19–26 years old,HPV Complete,35.9%
"1,854",Outagamie,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,2.5%
"1,855",Outagamie,2019,Northeastern,19–26 years old,HPV Complete,39.9%
"1,856",Outagamie,2019,Northeastern,19–49 years old,HepA Complete,11.9%
"1,857",Outagamie,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,9.6%
"1,858",Outagamie,2020,Northeastern,19–26 years old,HPV Complete,41.1%
"1,859",Outagamie,2020,Northeastern,19–49 years old,HepA Complete,13.7%
"1,860",Outagamie,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,19.1%
"1,861",Outagamie,2021,Northeastern,19–26 years old,HPV Complete,43.8%
"1,862",Outagamie,2021,Northeastern,19–49 years old,HepA Complete,15.5%
"1,863",Outagamie,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,26.1%
"1,864",Outagamie,2022,Northeastern,19–26 years old,HPV Complete,47.2%
