"geography_description","geography_level","week_ending","respiratory_season","covid_19_dose_count","influenza_dose_count"
"Seneca","COUNTY","2025-03-11T00:00:00.000","2024-2025","10","33"
"St. Lawrence","COUNTY","2025-03-11T00:00:00.000","2024-2025","18","122"
"Steuben","COUNTY","2025-03-11T00:00:00.000","2024-2025","28","77"
"Suffolk","COUNTY","2025-03-11T00:00:00.000","2024-2025","288","1594"
"Sullivan","COUNTY","2025-03-11T00:00:00.000","2024-2025","23","60"
"Tioga","COUNTY","2025-03-11T00:00:00.000","2024-2025","13","38"
"Tompkins","COUNTY","2025-03-11T00:00:00.000","2024-2025","84","148"
"Ulster","COUNTY","2025-03-11T00:00:00.000","2024-2025","60","143"
"Warren","COUNTY","2025-03-11T00:00:00.000","2024-2025","23","91"
"Washington","COUNTY","2025-03-11T00:00:00.000","2024-2025","15","86"
"Wayne","COUNTY","2025-03-11T00:00:00.000","2024-2025","26","80"
"Westchester","COUNTY","2025-03-11T00:00:00.000","2024-2025","285","1036"
"Wyoming","COUNTY","2025-03-11T00:00:00.000","2024-2025","8","51"
"Yates","COUNTY","2025-03-11T00:00:00.000","2024-2025","3","27"
"Capital Region","REGION","2025-03-11T00:00:00.000","2024-2025","408","1097"
"Central New York","REGION","2025-03-11T00:00:00.000","2024-2025","268","882"
"Finger Lakes","REGION","2025-03-11T00:00:00.000","2024-2025","583","1540"
"Long Island","REGION","2025-03-11T00:00:00.000","2024-2025","560","3072"
"Mid-Hudson","REGION","2025-03-11T00:00:00.000","2024-2025","583","2338"
"Mohawk Valley","REGION","2025-03-11T00:00:00.000","2024-2025","168","534"
"New York City","REGION","2025-03-11T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-03-11T00:00:00.000","2024-2025","97","517"
"Southern Tier","REGION","2025-03-11T00:00:00.000","2024-2025","243","662"
"Western New York","REGION","2025-03-11T00:00:00.000","2024-2025","519","2231"
"ROS","REST OF STATE","2025-03-11T00:00:00.000","2024-2025","3429","12873"
"Albany","COUNTY","2025-03-18T00:00:00.000","2024-2025","110","235"
"Allegany","COUNTY","2025-03-18T00:00:00.000","2024-2025","14","22"
"Bronx","COUNTY","2025-03-18T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-03-18T00:00:00.000","2024-2025","50","166"
"Cattaraugus","COUNTY","2025-03-18T00:00:00.000","2024-2025","21","58"
"Cayuga","COUNTY","2025-03-18T00:00:00.000","2024-2025","20","82"
"Chautauqua","COUNTY","2025-03-18T00:00:00.000","2024-2025","35","126"
"Chemung","COUNTY","2025-03-18T00:00:00.000","2024-2025","15","57"
"Chenango","COUNTY","2025-03-18T00:00:00.000","2024-2025","15","47"
"Clinton","COUNTY","2025-03-18T00:00:00.000","2024-2025","18","70"
"Columbia","COUNTY","2025-03-18T00:00:00.000","2024-2025","22","44"
"Cortland","COUNTY","2025-03-18T00:00:00.000","2024-2025","13","37"
"Delaware","COUNTY","2025-03-18T00:00:00.000","2024-2025","19","37"
"Dutchess","COUNTY","2025-03-18T00:00:00.000","2024-2025","73","174"
"Erie","COUNTY","2025-03-18T00:00:00.000","2024-2025","327","1259"
"Essex","COUNTY","2025-03-18T00:00:00.000","2024-2025","4","19"
"Franklin","COUNTY","2025-03-18T00:00:00.000","2024-2025","12","36"
"Fulton","COUNTY","2025-03-18T00:00:00.000","2024-2025","17","39"
"Genesee","COUNTY","2025-03-18T00:00:00.000","2024-2025","15","51"
"Greene","COUNTY","2025-03-18T00:00:00.000","2024-2025","12","19"
"Hamilton","COUNTY","2025-03-18T00:00:00.000","2024-2025","1","6"
"Herkimer","COUNTY","2025-03-18T00:00:00.000","2024-2025","9","37"
"Jefferson","COUNTY","2025-03-18T00:00:00.000","2024-2025","24","160"
"Kings","COUNTY","2025-03-18T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-03-18T00:00:00.000","2024-2025","3","15"
"Livingston","COUNTY","2025-03-18T00:00:00.000","2024-2025","13","44"
"Madison","COUNTY","2025-03-18T00:00:00.000","2024-2025","20","52"
"Monroe","COUNTY","2025-03-18T00:00:00.000","2024-2025","360","844"
"Montgomery","COUNTY","2025-03-18T00:00:00.000","2024-2025","16","35"
"Nassau","COUNTY","2025-03-18T00:00:00.000","2024-2025","230","1192"
"New York","COUNTY","2025-03-18T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-03-18T00:00:00.000","2024-2025","36","231"
"Oneida","COUNTY","2025-03-18T00:00:00.000","2024-2025","48","193"
"Onondaga","COUNTY","2025-03-18T00:00:00.000","2024-2025","214","482"
"Ontario","COUNTY","2025-03-18T00:00:00.000","2024-2025","46","87"
"Orange","COUNTY","2025-03-18T00:00:00.000","2024-2025","64","288"
"Orleans","COUNTY","2025-03-18T00:00:00.000","2024-2025","8","32"
"Oswego","COUNTY","2025-03-18T00:00:00.000","2024-2025","36","121"
"Otsego","COUNTY","2025-03-18T00:00:00.000","2024-2025","48","58"
"Putnam","COUNTY","2025-03-18T00:00:00.000","2024-2025","37","54"
"Queens","COUNTY","2025-03-18T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-03-18T00:00:00.000","2024-2025","42","102"
"Richmond","COUNTY","2025-03-18T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-03-18T00:00:00.000","2024-2025","46","316"
"Saratoga","COUNTY","2025-03-18T00:00:00.000","2024-2025","71","167"
"Schenectady","COUNTY","2025-03-18T00:00:00.000","2024-2025","62","134"
"Schoharie","COUNTY","2025-03-18T00:00:00.000","2024-2025","15","24"
"Schuyler","COUNTY","2025-03-18T00:00:00.000","2024-2025","8","6"
"Seneca","COUNTY","2025-03-18T00:00:00.000","2024-2025","10","19"
"St. Lawrence","COUNTY","2025-03-18T00:00:00.000","2024-2025","13","91"
"Steuben","COUNTY","2025-03-18T00:00:00.000","2024-2025","24","46"
"Suffolk","COUNTY","2025-03-18T00:00:00.000","2024-2025","284","1390"
"Sullivan","COUNTY","2025-03-18T00:00:00.000","2024-2025","16","62"
"Tioga","COUNTY","2025-03-18T00:00:00.000","2024-2025","20","40"
"Tompkins","COUNTY","2025-03-18T00:00:00.000","2024-2025","93","123"
"Ulster","COUNTY","2025-03-18T00:00:00.000","2024-2025","87","137"
"Warren","COUNTY","2025-03-18T00:00:00.000","2024-2025","19","41"
"Washington","COUNTY","2025-03-18T00:00:00.000","2024-2025","15","47"
"Wayne","COUNTY","2025-03-18T00:00:00.000","2024-2025","31","66"
"Westchester","COUNTY","2025-03-18T00:00:00.000","2024-2025","263","850"
"Wyoming","COUNTY","2025-03-18T00:00:00.000","2024-2025","12","48"
"Yates","COUNTY","2025-03-18T00:00:00.000","2024-2025","11","17"
"Capital Region","REGION","2025-03-18T00:00:00.000","2024-2025","353","789"
"Central New York","REGION","2025-03-18T00:00:00.000","2024-2025","303","774"
"Finger Lakes","REGION","2025-03-18T00:00:00.000","2024-2025","506","1208"
"Long Island","REGION","2025-03-18T00:00:00.000","2024-2025","514","2582"
"Mid-Hudson","REGION","2025-03-18T00:00:00.000","2024-2025","586","1881"
"Mohawk Valley","REGION","2025-03-18T00:00:00.000","2024-2025","153","386"
"New York City","REGION","2025-03-18T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-03-18T00:00:00.000","2024-2025","75","397"
"Southern Tier","REGION","2025-03-18T00:00:00.000","2024-2025","244","522"
"Western New York","REGION","2025-03-18T00:00:00.000","2024-2025","433","1696"
"ROS","REST OF STATE","2025-03-18T00:00:00.000","2024-2025","3167","10235"
"Albany","COUNTY","2025-03-25T00:00:00.000","2024-2025","116","155"
"Allegany","COUNTY","2025-03-25T00:00:00.000","2024-2025","6","23"
"Bronx","COUNTY","2025-03-25T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-03-25T00:00:00.000","2024-2025","51","144"
"Cattaraugus","COUNTY","2025-03-25T00:00:00.000","2024-2025","12","49"
"Cayuga","COUNTY","2025-03-25T00:00:00.000","2024-2025","22","53"
"Chautauqua","COUNTY","2025-03-25T00:00:00.000","2024-2025","29","88"
"Chemung","COUNTY","2025-03-25T00:00:00.000","2024-2025","17","38"
"Chenango","COUNTY","2025-03-25T00:00:00.000","2024-2025","9","46"
"Clinton","COUNTY","2025-03-25T00:00:00.000","2024-2025","18","76"
"Columbia","COUNTY","2025-03-25T00:00:00.000","2024-2025","15","35"
"Cortland","COUNTY","2025-03-25T00:00:00.000","2024-2025","29","51"
"Delaware","COUNTY","2025-03-25T00:00:00.000","2024-2025","16","25"
"Dutchess","COUNTY","2025-03-25T00:00:00.000","2024-2025","94","143"
"Erie","COUNTY","2025-03-25T00:00:00.000","2024-2025","285","1040"
"Essex","COUNTY","2025-03-25T00:00:00.000","2024-2025","7","23"
"Franklin","COUNTY","2025-03-25T00:00:00.000","2024-2025","10","29"
"Fulton","COUNTY","2025-03-25T00:00:00.000","2024-2025","13","32"
"Genesee","COUNTY","2025-03-25T00:00:00.000","2024-2025","4","35"
"Greene","COUNTY","2025-03-25T00:00:00.000","2024-2025","9","16"
"Hamilton","COUNTY","2025-03-25T00:00:00.000","2024-2025","1","1"
"Herkimer","COUNTY","2025-03-25T00:00:00.000","2024-2025","13","44"
"Jefferson","COUNTY","2025-03-25T00:00:00.000","2024-2025","18","125"
"Kings","COUNTY","2025-03-25T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-03-25T00:00:00.000","2024-2025","1","8"
"Livingston","COUNTY","2025-03-25T00:00:00.000","2024-2025","17","32"
"Madison","COUNTY","2025-03-25T00:00:00.000","2024-2025","8","44"
"Monroe","COUNTY","2025-03-25T00:00:00.000","2024-2025","314","594"
"Montgomery","COUNTY","2025-03-25T00:00:00.000","2024-2025","8","26"
"Nassau","COUNTY","2025-03-25T00:00:00.000","2024-2025","227","989"
"New York","COUNTY","2025-03-25T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-03-25T00:00:00.000","2024-2025","31","207"
"Oneida","COUNTY","2025-03-25T00:00:00.000","2024-2025","47","140"
"Onondaga","COUNTY","2025-03-25T00:00:00.000","2024-2025","169","371"
"Ontario","COUNTY","2025-03-25T00:00:00.000","2024-2025","50","59"
"Orange","COUNTY","2025-03-25T00:00:00.000","2024-2025","61","237"
"Orleans","COUNTY","2025-03-25T00:00:00.000","2024-2025","4","18"
"Oswego","COUNTY","2025-03-25T00:00:00.000","2024-2025","17","108"
"Otsego","COUNTY","2025-03-25T00:00:00.000","2024-2025","40","62"
"Putnam","COUNTY","2025-03-25T00:00:00.000","2024-2025","18","59"
"Queens","COUNTY","2025-03-25T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-03-25T00:00:00.000","2024-2025","57","62"
"Richmond","COUNTY","2025-03-25T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-03-25T00:00:00.000","2024-2025","53","315"
"Saratoga","COUNTY","2025-03-25T00:00:00.000","2024-2025","61","148"
"Schenectady","COUNTY","2025-03-25T00:00:00.000","2024-2025","43","91"
"Schoharie","COUNTY","2025-03-25T00:00:00.000","2024-2025","16","31"
"Schuyler","COUNTY","2025-03-25T00:00:00.000","2024-2025","4","8"
"Seneca","COUNTY","2025-03-25T00:00:00.000","2024-2025","11","28"
"St. Lawrence","COUNTY","2025-03-25T00:00:00.000","2024-2025","17","61"
"Steuben","COUNTY","2025-03-25T00:00:00.000","2024-2025","25","50"
"Suffolk","COUNTY","2025-03-25T00:00:00.000","2024-2025","236","1066"
"Sullivan","COUNTY","2025-03-25T00:00:00.000","2024-2025","16","47"
"Tioga","COUNTY","2025-03-25T00:00:00.000","2024-2025","18","24"
"Tompkins","COUNTY","2025-03-25T00:00:00.000","2024-2025","74","99"
"Ulster","COUNTY","2025-03-25T00:00:00.000","2024-2025","63","89"
"Warren","COUNTY","2025-03-25T00:00:00.000","2024-2025","21","61"
"Washington","COUNTY","2025-03-25T00:00:00.000","2024-2025","7","37"
"Wayne","COUNTY","2025-03-25T00:00:00.000","2024-2025","26","40"
"Westchester","COUNTY","2025-03-25T00:00:00.000","2024-2025","249","683"
"Wyoming","COUNTY","2025-03-25T00:00:00.000","2024-2025","8","40"
"Yates","COUNTY","2025-03-25T00:00:00.000","2024-2025","5","14"
"Capital Region","REGION","2025-03-25T00:00:00.000","2024-2025","329","605"
"Central New York","REGION","2025-03-25T00:00:00.000","2024-2025","245","627"
"Finger Lakes","REGION","2025-03-25T00:00:00.000","2024-2025","439","860"
"Long Island","REGION","2025-03-25T00:00:00.000","2024-2025","463","2055"
"Mid-Hudson","REGION","2025-03-25T00:00:00.000","2024-2025","554","1573"
"Mohawk Valley","REGION","2025-03-25T00:00:00.000","2024-2025","137","335"
"New York City","REGION","2025-03-25T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-03-25T00:00:00.000","2024-2025","72","323"
"Southern Tier","REGION","2025-03-25T00:00:00.000","2024-2025","214","434"
"Western New York","REGION","2025-03-25T00:00:00.000","2024-2025","363","1407"
"ROS","REST OF STATE","2025-03-25T00:00:00.000","2024-2025","2816","8219"
"Albany","COUNTY","2025-04-01T00:00:00.000","2024-2025","81","129"
"Allegany","COUNTY","2025-04-01T00:00:00.000","2024-2025","8","22"
"Bronx","COUNTY","2025-04-01T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-04-01T00:00:00.000","2024-2025","45","86"
"Cattaraugus","COUNTY","2025-04-01T00:00:00.000","2024-2025","16","33"
"Cayuga","COUNTY","2025-04-01T00:00:00.000","2024-2025","11","42"
"Chautauqua","COUNTY","2025-04-01T00:00:00.000","2024-2025","37","81"
"Chemung","COUNTY","2025-04-01T00:00:00.000","2024-2025","5","27"
"Chenango","COUNTY","2025-04-01T00:00:00.000","2024-2025","22","33"
"Clinton","COUNTY","2025-04-01T00:00:00.000","2024-2025","29","61"
"Columbia","COUNTY","2025-04-01T00:00:00.000","2024-2025","18","23"
"Cortland","COUNTY","2025-04-01T00:00:00.000","2024-2025","12","25"
"Delaware","COUNTY","2025-04-01T00:00:00.000","2024-2025","11","19"
"Dutchess","COUNTY","2025-04-01T00:00:00.000","2024-2025","57","118"
"Erie","COUNTY","2025-04-01T00:00:00.000","2024-2025","251","713"
"Essex","COUNTY","2025-04-01T00:00:00.000","2024-2025","7","18"
"Franklin","COUNTY","2025-04-01T00:00:00.000","2024-2025","11","22"
"Fulton","COUNTY","2025-04-01T00:00:00.000","2024-2025","7","17"
"Genesee","COUNTY","2025-04-01T00:00:00.000","2024-2025","13","35"
"Greene","COUNTY","2025-04-01T00:00:00.000","2024-2025","7","20"
"Hamilton","COUNTY","2025-04-01T00:00:00.000","2024-2025","2","0"
"Herkimer","COUNTY","2025-04-01T00:00:00.000","2024-2025","17","37"
"Jefferson","COUNTY","2025-04-01T00:00:00.000","2024-2025","16","106"
"Kings","COUNTY","2025-04-01T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-04-01T00:00:00.000","2024-2025","5","9"
"Livingston","COUNTY","2025-04-01T00:00:00.000","2024-2025","10","27"
"Madison","COUNTY","2025-04-01T00:00:00.000","2024-2025","5","27"
"Monroe","COUNTY","2025-04-01T00:00:00.000","2024-2025","303","515"
"Montgomery","COUNTY","2025-04-01T00:00:00.000","2024-2025","16","22"
"Nassau","COUNTY","2025-04-01T00:00:00.000","2024-2025","196","751"
"New York","COUNTY","2025-04-01T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-04-01T00:00:00.000","2024-2025","39","135"
"Oneida","COUNTY","2025-04-01T00:00:00.000","2024-2025","33","102"
"Onondaga","COUNTY","2025-04-01T00:00:00.000","2024-2025","137","344"
"Ontario","COUNTY","2025-04-01T00:00:00.000","2024-2025","37","71"
"Orange","COUNTY","2025-04-01T00:00:00.000","2024-2025","53","185"
"Orleans","COUNTY","2025-04-01T00:00:00.000","2024-2025","4","28"
"Oswego","COUNTY","2025-04-01T00:00:00.000","2024-2025","13","107"
"Otsego","COUNTY","2025-04-01T00:00:00.000","2024-2025","49","54"
"Putnam","COUNTY","2025-04-01T00:00:00.000","2024-2025","20","33"
"Queens","COUNTY","2025-04-01T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-04-01T00:00:00.000","2024-2025","38","63"
"Richmond","COUNTY","2025-04-01T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-04-01T00:00:00.000","2024-2025","38","239"
"Saratoga","COUNTY","2025-04-01T00:00:00.000","2024-2025","75","110"
"Schenectady","COUNTY","2025-04-01T00:00:00.000","2024-2025","41","68"
"Schoharie","COUNTY","2025-04-01T00:00:00.000","2024-2025","10","14"
"Schuyler","COUNTY","2025-04-01T00:00:00.000","2024-2025","2","6"
"Seneca","COUNTY","2025-04-01T00:00:00.000","2024-2025","3","16"
"St. Lawrence","COUNTY","2025-04-01T00:00:00.000","2024-2025","17","53"
"Steuben","COUNTY","2025-04-01T00:00:00.000","2024-2025","12","26"
"Suffolk","COUNTY","2025-04-01T00:00:00.000","2024-2025","192","1014"
"Sullivan","COUNTY","2025-04-01T00:00:00.000","2024-2025","14","26"
"Tioga","COUNTY","2025-04-01T00:00:00.000","2024-2025","23","11"
"Tompkins","COUNTY","2025-04-01T00:00:00.000","2024-2025","64","80"
"Ulster","COUNTY","2025-04-01T00:00:00.000","2024-2025","41","64"
"Warren","COUNTY","2025-04-01T00:00:00.000","2024-2025","9","41"
"Washington","COUNTY","2025-04-01T00:00:00.000","2024-2025","10","33"
"Wayne","COUNTY","2025-04-01T00:00:00.000","2024-2025","19","42"
"Westchester","COUNTY","2025-04-01T00:00:00.000","2024-2025","198","538"
"Wyoming","COUNTY","2025-04-01T00:00:00.000","2024-2025","13","23"
"Yates","COUNTY","2025-04-01T00:00:00.000","2024-2025","1","16"
"Capital Region","REGION","2025-04-01T00:00:00.000","2024-2025","279","487"
"Central New York","REGION","2025-04-01T00:00:00.000","2024-2025","178","545"
"Finger Lakes","REGION","2025-04-01T00:00:00.000","2024-2025","403","773"
"Long Island","REGION","2025-04-01T00:00:00.000","2024-2025","388","1765"
"Mid-Hudson","REGION","2025-04-01T00:00:00.000","2024-2025","421","1203"
"Mohawk Valley","REGION","2025-04-01T00:00:00.000","2024-2025","132","246"
"New York City","REGION","2025-04-01T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-04-01T00:00:00.000","2024-2025","87","269"
"Southern Tier","REGION","2025-04-01T00:00:00.000","2024-2025","184","288"
"Western New York","REGION","2025-04-01T00:00:00.000","2024-2025","351","984"
"ROS","REST OF STATE","2025-04-01T00:00:00.000","2024-2025","2423","6560"
"Albany","COUNTY","2025-04-08T00:00:00.000","2024-2025","83","126"
"Allegany","COUNTY","2025-04-08T00:00:00.000","2024-2025","7","16"
"Bronx","COUNTY","2025-04-08T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-04-08T00:00:00.000","2024-2025","37","74"
"Cattaraugus","COUNTY","2025-04-08T00:00:00.000","2024-2025","10","20"
"Cayuga","COUNTY","2025-04-08T00:00:00.000","2024-2025","9","26"
"Chautauqua","COUNTY","2025-04-08T00:00:00.000","2024-2025","24","47"
"Chemung","COUNTY","2025-04-08T00:00:00.000","2024-2025","12","22"
"Chenango","COUNTY","2025-04-08T00:00:00.000","2024-2025","9","21"
"Clinton","COUNTY","2025-04-08T00:00:00.000","2024-2025","28","58"
"Columbia","COUNTY","2025-04-08T00:00:00.000","2024-2025","14","10"
"Cortland","COUNTY","2025-04-08T00:00:00.000","2024-2025","12","15"
"Delaware","COUNTY","2025-04-08T00:00:00.000","2024-2025","6","12"
"Dutchess","COUNTY","2025-04-08T00:00:00.000","2024-2025","43","69"
"Erie","COUNTY","2025-04-08T00:00:00.000","2024-2025","237","587"
"Essex","COUNTY","2025-04-08T00:00:00.000","2024-2025","7","7"
"Franklin","COUNTY","2025-04-08T00:00:00.000","2024-2025","14","16"
"Fulton","COUNTY","2025-04-08T00:00:00.000","2024-2025","7","11"
"Genesee","COUNTY","2025-04-08T00:00:00.000","2024-2025","13","15"
"Greene","COUNTY","2025-04-08T00:00:00.000","2024-2025","6","11"
"Hamilton","COUNTY","2025-04-08T00:00:00.000","2024-2025","0","0"
"Herkimer","COUNTY","2025-04-08T00:00:00.000","2024-2025","11","16"
"Jefferson","COUNTY","2025-04-08T00:00:00.000","2024-2025","21","86"
"Kings","COUNTY","2025-04-08T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-04-08T00:00:00.000","2024-2025","7","9"
"Livingston","COUNTY","2025-04-08T00:00:00.000","2024-2025","8","10"
"Madison","COUNTY","2025-04-08T00:00:00.000","2024-2025","10","15"
"Monroe","COUNTY","2025-04-08T00:00:00.000","2024-2025","237","292"
"Montgomery","COUNTY","2025-04-08T00:00:00.000","2024-2025","23","6"
"Nassau","COUNTY","2025-04-08T00:00:00.000","2024-2025","189","560"
"New York","COUNTY","2025-04-08T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-04-08T00:00:00.000","2024-2025","38","89"
"Oneida","COUNTY","2025-04-08T00:00:00.000","2024-2025","43","67"
"Onondaga","COUNTY","2025-04-08T00:00:00.000","2024-2025","135","262"
"Ontario","COUNTY","2025-04-08T00:00:00.000","2024-2025","26","28"
"Orange","COUNTY","2025-04-08T00:00:00.000","2024-2025","47","148"
"Orleans","COUNTY","2025-04-08T00:00:00.000","2024-2025","5","14"
"Oswego","COUNTY","2025-04-08T00:00:00.000","2024-2025","13","68"
"Otsego","COUNTY","2025-04-08T00:00:00.000","2024-2025","33","34"
"Putnam","COUNTY","2025-04-08T00:00:00.000","2024-2025","13","23"
"Queens","COUNTY","2025-04-08T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-04-08T00:00:00.000","2024-2025","36","38"
"Richmond","COUNTY","2025-04-08T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-04-08T00:00:00.000","2024-2025","50","208"
"Saratoga","COUNTY","2025-04-08T00:00:00.000","2024-2025","40","47"
"Schenectady","COUNTY","2025-04-08T00:00:00.000","2024-2025","34","40"
"Schoharie","COUNTY","2025-04-08T00:00:00.000","2024-2025","17","13"
"Schuyler","COUNTY","2025-04-08T00:00:00.000","2024-2025","1","8"
"Seneca","COUNTY","2025-04-08T00:00:00.000","2024-2025","8","8"
"St. Lawrence","COUNTY","2025-04-08T00:00:00.000","2024-2025","36","43"
"Steuben","COUNTY","2025-04-08T00:00:00.000","2024-2025","16","20"
"Suffolk","COUNTY","2025-04-08T00:00:00.000","2024-2025","216","686"
"Sullivan","COUNTY","2025-04-08T00:00:00.000","2024-2025","15","25"
"Tioga","COUNTY","2025-04-08T00:00:00.000","2024-2025","9","11"
"Tompkins","COUNTY","2025-04-08T00:00:00.000","2024-2025","42","58"
"Ulster","COUNTY","2025-04-08T00:00:00.000","2024-2025","39","49"
"Warren","COUNTY","2025-04-08T00:00:00.000","2024-2025","11","25"
"Washington","COUNTY","2025-04-08T00:00:00.000","2024-2025","19","20"
"Wayne","COUNTY","2025-04-08T00:00:00.000","2024-2025","20","30"
"Westchester","COUNTY","2025-04-08T00:00:00.000","2024-2025","200","397"
"Wyoming","COUNTY","2025-04-08T00:00:00.000","2024-2025","5","12"
"Yates","COUNTY","2025-04-08T00:00:00.000","2024-2025","0","4"
"Capital Region","REGION","2025-04-08T00:00:00.000","2024-2025","243","317"
"Central New York","REGION","2025-04-08T00:00:00.000","2024-2025","179","386"
"Finger Lakes","REGION","2025-04-08T00:00:00.000","2024-2025","322","413"
"Long Island","REGION","2025-04-08T00:00:00.000","2024-2025","405","1246"
"Mid-Hudson","REGION","2025-04-08T00:00:00.000","2024-2025","407","919"
"Mohawk Valley","REGION","2025-04-08T00:00:00.000","2024-2025","134","147"
"New York City","REGION","2025-04-08T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-04-08T00:00:00.000","2024-2025","113","219"
"Southern Tier","REGION","2025-04-08T00:00:00.000","2024-2025","132","226"
"Western New York","REGION","2025-04-08T00:00:00.000","2024-2025","316","759"
"ROS","REST OF STATE","2025-04-08T00:00:00.000","2024-2025","2251","4632"
"Albany","COUNTY","2025-04-15T00:00:00.000","2024-2025","68","76"
"Allegany","COUNTY","2025-04-15T00:00:00.000","2024-2025","4","6"
"Bronx","COUNTY","2025-04-15T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-04-15T00:00:00.000","2024-2025","33","47"
"Cattaraugus","COUNTY","2025-04-15T00:00:00.000","2024-2025","4","16"
"Cayuga","COUNTY","2025-04-15T00:00:00.000","2024-2025","13","25"
"Chautauqua","COUNTY","2025-04-15T00:00:00.000","2024-2025","18","48"
"Chemung","COUNTY","2025-04-15T00:00:00.000","2024-2025","10","13"
"Chenango","COUNTY","2025-04-15T00:00:00.000","2024-2025","8","20"
"Clinton","COUNTY","2025-04-15T00:00:00.000","2024-2025","25","53"
"Columbia","COUNTY","2025-04-15T00:00:00.000","2024-2025","16","16"
"Cortland","COUNTY","2025-04-15T00:00:00.000","2024-2025","7","17"
"Delaware","COUNTY","2025-04-15T00:00:00.000","2024-2025","8","13"
"Dutchess","COUNTY","2025-04-15T00:00:00.000","2024-2025","37","73"
"Erie","COUNTY","2025-04-15T00:00:00.000","2024-2025","252","445"
"Essex","COUNTY","2025-04-15T00:00:00.000","2024-2025","11","7"
"Franklin","COUNTY","2025-04-15T00:00:00.000","2024-2025","11","7"
"Fulton","COUNTY","2025-04-15T00:00:00.000","2024-2025","5","14"
"Genesee","COUNTY","2025-04-15T00:00:00.000","2024-2025","8","9"
"Greene","COUNTY","2025-04-15T00:00:00.000","2024-2025","6","8"
"Hamilton","COUNTY","2025-04-15T00:00:00.000","2024-2025","0","0"
"Herkimer","COUNTY","2025-04-15T00:00:00.000","2024-2025","11","16"
"Jefferson","COUNTY","2025-04-15T00:00:00.000","2024-2025","12","61"
"Kings","COUNTY","2025-04-15T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-04-15T00:00:00.000","2024-2025","3","0"
"Livingston","COUNTY","2025-04-15T00:00:00.000","2024-2025","8","10"
"Madison","COUNTY","2025-04-15T00:00:00.000","2024-2025","13","19"
"Monroe","COUNTY","2025-04-15T00:00:00.000","2024-2025","215","215"
"Montgomery","COUNTY","2025-04-15T00:00:00.000","2024-2025","8","15"
"Nassau","COUNTY","2025-04-15T00:00:00.000","2024-2025","136","539"
"New York","COUNTY","2025-04-15T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-04-15T00:00:00.000","2024-2025","24","47"
"Oneida","COUNTY","2025-04-15T00:00:00.000","2024-2025","27","56"
"Onondaga","COUNTY","2025-04-15T00:00:00.000","2024-2025","91","201"
"Ontario","COUNTY","2025-04-15T00:00:00.000","2024-2025","21","26"
"Orange","COUNTY","2025-04-15T00:00:00.000","2024-2025","37","85"
"Orleans","COUNTY","2025-04-15T00:00:00.000","2024-2025","2","12"
"Oswego","COUNTY","2025-04-15T00:00:00.000","2024-2025","14","56"
"Otsego","COUNTY","2025-04-15T00:00:00.000","2024-2025","33","25"
"Putnam","COUNTY","2025-04-15T00:00:00.000","2024-2025","17","17"
"Queens","COUNTY","2025-04-15T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-04-15T00:00:00.000","2024-2025","16","17"
"Richmond","COUNTY","2025-04-15T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-04-15T00:00:00.000","2024-2025","24","161"
"Saratoga","COUNTY","2025-04-15T00:00:00.000","2024-2025","57","34"
"Schenectady","COUNTY","2025-04-15T00:00:00.000","2024-2025","24","35"
"Schoharie","COUNTY","2025-04-15T00:00:00.000","2024-2025","5","7"
"Schuyler","COUNTY","2025-04-15T00:00:00.000","2024-2025","7","0"
